timestamps population node_ids
1792.581 v1 25
1801.575 v1 25
2058.663 v1 25
2066.054 v1 25
2074.881 v1 25
2080.82 v1 25
2300.078 v1 25
2309.061 v1 25
2317.273 v1 25
2324.806 v1 25
2332.581 v1 25
2342.229 v1 25
2350.973 v1 25
2359.45 v1 25
2369.714 v1 25
2379.758 v1 25
2392.102 v1 25
2402.258 v1 25
2410.005 v1 25
2421.326 v1 25
2428.93 v1 25
2436.089 v1 25
2441.586 v1 25
2447.543 v1 25
2453.981 v1 25
2459.437 v1 25
2465.13 v1 25
2470.668 v1 25
2476.894 v1 25
2484.698 v1 25
2522.935 v1 25
2531.564 v1 25
2540.809 v1 25
2290.985 v1 25
1608.031 v1 25
2282.619 v1 25
2267.867 v1 25
2086.032 v1 25
2091.467 v1 25
2097.925 v1 25
2106.966 v1 25
2113.954 v1 25
2119.918 v1 25
2125.769 v1 25
2132.224 v1 25
2138.053 v1 25
2143.52 v1 25
2148.955 v1 25
2154.763 v1 25
2161.521 v1 25
2168.175 v1 25
2175.117 v1 25
2183.603 v1 25
2191.421 v1 25
2199.03 v1 25
2206.033 v1 25
2213.433 v1 25
2219.098 v1 25
2224.713 v1 25
2230.918 v1 25
2237.452 v1 25
2244.357 v1 25
2252.964 v1 25
2261.372 v1 25
2274.98 v1 25
2549.589 v1 25
1601.975 v1 25
1586.377 v1 25
324.811 v1 25
334.165 v1 25
342.507 v1 25
353.827 v1 25
368.896 v1 25
385.543 v1 25
412.335 v1 25
434.301 v1 25
457.925 v1 25
478.04 v1 25
495.934 v1 25
505.353 v1 25
314.27 v1 25
514.046 v1 25
528.018 v1 25
534.87 v1 25
540.73 v1 25
546.339 v1 25
552.322 v1 25
558.693 v1 25
566.954 v1 25
573.877 v1 25
581.265 v1 25
589.132 v1 25
596.164 v1 25
602.964 v1 25
520.499 v1 25
289.623 v1 25
274.221 v1 25
264.567 v1 25
2946.892 v1 24
2953.063 v1 24
2958.311 v1 24
2963.127 v1 24
2967.706 v1 24
2972.465 v1 24
2977.486 v1 24
2982.526 v1 24
2987.432 v1 24
2992.409 v1 24
2997.426 v1 24
56.907 v1 25
65.458 v1 25
73.402 v1 25
83.454 v1 25
100.274 v1 25
111.228 v1 25
124.666 v1 25
137.815 v1 25
147.315 v1 25
161.024 v1 25
172.517 v1 25
201.463 v1 25
220.191 v1 25
231.516 v1 25
242.306 v1 25
252.293 v1 25
611.076 v1 25
619.705 v1 25
625.898 v1 25
631.199 v1 25
874.015 v1 25
879.995 v1 25
888.942 v1 25
899.414 v1 25
907.249 v1 25
915.108 v1 25
924.88 v1 25
936.382 v1 25
946.124 v1 25
954.976 v1 25
962.047 v1 25
967.865 v1 25
974.331 v1 25
980.566 v1 25
987.21 v1 25
996.312 v1 25
1501.983 v1 25
1507.614 v1 25
1513.086 v1 25
1518.804 v1 25
1525.821 v1 25
1533.077 v1 25
1542.116 v1 25
1552.855 v1 25
1563.245 v1 25
1571.882 v1 25
1579.192 v1 25
868.188 v1 25
1594.045 v1 25
861.73 v1 25
845.762 v1 25
636.593 v1 25
642.515 v1 25
649.433 v1 25
657.496 v1 25
663.881 v1 25
669.613 v1 25
675.546 v1 25
682.08 v1 25
689.873 v1 25
702.536 v1 25
710.283 v1 25
716.199 v1 25
723.254 v1 25
738.303 v1 25
748.569 v1 25
756.946 v1 25
765.057 v1 25
770.931 v1 25
776.515 v1 25
782.894 v1 25
790.997 v1 25
799.035 v1 25
808.759 v1 25
818.093 v1 25
825.107 v1 25
831.959 v1 25
838.242 v1 25
854.345 v1 25
2556.212 v1 25
2562.338 v1 25
2568.338 v1 25
1572.277 v1 26
1578.058 v1 26
1584.824 v1 26
1592.403 v1 26
1599.687 v1 26
1606.011 v1 26
1612.539 v1 26
1619.63 v1 26
1626.434 v1 26
1633.42 v1 26
1641.94 v1 26
1658.232 v1 26
1566.481 v1 26
1668.393 v1 26
1685.696 v1 26
1693.754 v1 26
1700.101 v1 26
1706.014 v1 26
1712.946 v1 26
1719.918 v1 26
1725.654 v1 26
1731.09 v1 26
1738.334 v1 26
1748.119 v1 26
1755.289 v1 26
1761.193 v1 26
1677.007 v1 26
1559.953 v1 26
1552.108 v1 26
1543.256 v1 26
814.8 v1 26
823.524 v1 26
829.548 v1 26
834.896 v1 26
840.879 v1 26
847.938 v1 26
857.639 v1 26
865.484 v1 26
871.949 v1 26
879.299 v1 26
888.814 v1 26
901.08 v1 26
921.425 v1 26
949.183 v1 26
957.19 v1 26
963.141 v1 26
968.857 v1 26
974.524 v1 26
980.377 v1 26
987.226 v1 26
994.386 v1 26
1502.622 v1 26
1508.638 v1 26
1514.489 v1 26
1520.618 v1 26
1527.854 v1 26
1534.632 v1 26
1767.662 v1 26
1774.255 v1 26
1780.51 v1 26
1787.963 v1 26
2054.582 v1 26
2060.958 v1 26
2071.459 v1 26
2079.887 v1 26
2087.484 v1 26
2095.29 v1 26
2104.146 v1 26
2111.471 v1 26
2118.211 v1 26
2125.172 v1 26
2133.013 v1 26
2140.838 v1 26
2148.113 v1 26
2156.778 v1 26
2167.561 v1 26
2179.322 v1 26
2187.042 v1 26
2193.212 v1 26
2200.504 v1 26
2208.572 v1 26
2215.812 v1 26
2221.569 v1 26
2227.195 v1 26
2232.327 v1 26
2238.245 v1 26
2245.693 v1 26
2256.35 v1 26
2048.742 v1 26
804.142 v1 26
2041.9 v1 26
2019.893 v1 26
1798.998 v1 26
1809.638 v1 26
1816.342 v1 26
1826.275 v1 26
1840.757 v1 26
1849.461 v1 26
1856.019 v1 26
1862.157 v1 26
1868.081 v1 26
1875.157 v1 26
1883.87 v1 26
1894.41 v1 26
1905.41 v1 26
1913.925 v1 26
1924.448 v1 26
1937.386 v1 26
1946.797 v1 26
1954.115 v1 26
1961.759 v1 26
1970.671 v1 26
1979.458 v1 26
1985.397 v1 26
1991.018 v1 26
1996.763 v1 26
2002.131 v1 26
2007.507 v1 26
2012.886 v1 26
2033.138 v1 26
795.281 v1 26
787.278 v1 26
779.642 v1 26
2784.159 v1 25
2788.982 v1 25
2794.274 v1 25
2800.711 v1 25
2808.885 v1 25
2818.976 v1 25
2829.865 v1 25
2840.334 v1 25
2850.726 v1 25
2859.062 v1 25
2865.09 v1 25
2870.976 v1 25
2877.475 v1 25
2884.593 v1 25
2892.271 v1 25
2899.014 v1 25
2906.254 v1 25
2914.053 v1 25
2924.89 v1 25
2934.382 v1 25
2940.651 v1 25
2946.707 v1 25
2952.746 v1 25
2958.109 v1 25
2963.629 v1 25
2968.726 v1 25
2974.277 v1 25
2779.253 v1 25
2980.768 v1 25
2774.145 v1 25
2761.816 v1 25
2574.034 v1 25
2579.542 v1 25
2585.867 v1 25
2595.205 v1 25
2603.632 v1 25
2610.014 v1 25
2616.497 v1 25
2623.826 v1 25
2631.53 v1 25
2637.83 v1 25
2643.921 v1 25
2649.092 v1 25
2654.637 v1 25
2660.548 v1 25
2667.624 v1 25
2676.248 v1 25
2683.112 v1 25
2689.212 v1 25
2696.018 v1 25
2705.64 v1 25
2716.783 v1 25
2724.176 v1 25
2729.959 v1 25
2735.715 v1 25
2741.849 v1 25
2748.291 v1 25
2754.851 v1 25
2768.429 v1 25
2939.458 v1 24
2987.078 v1 25
64.29 v1 26
568.457 v1 26
578.194 v1 26
587.024 v1 26
593.832 v1 26
600.093 v1 26
607.068 v1 26
615.355 v1 26
625.16 v1 26
632.047 v1 26
637.925 v1 26
643.943 v1 26
653.59 v1 26
664.548 v1 26
671.698 v1 26
678.065 v1 26
684.964 v1 26
694.506 v1 26
703.614 v1 26
710.282 v1 26
715.45 v1 26
721.134 v1 26
727.905 v1 26
735.773 v1 26
745.264 v1 26
756.264 v1 26
765.863 v1 26
772.311 v1 26
560.54 v1 26
2993.431 v1 25
552.875 v1 26
540.533 v1 26
74.897 v1 26
89.575 v1 26
107.33 v1 26
122.655 v1 26
138.371 v1 26
151.508 v1 26
168.929 v1 26
208.983 v1 26
228.562 v1 26
241.778 v1 26
251.241 v1 26
263.526 v1 26
278.383 v1 26
292.842 v1 26
322.461 v1 26
332.71 v1 26
341.403 v1 26
350.179 v1 26
359.473 v1 26
371.081 v1 26
388.003 v1 26
480.618 v1 26
500.717 v1 26
513.932 v1 26
521.629 v1 26
528.786 v1 26
534.968 v1 26
546.454 v1 26
2931.178 v1 24
2923.871 v1 24
2917.561 v1 24
548.306 v1 24
553.156 v1 24
557.969 v1 24
563.076 v1 24
568.143 v1 24
573.0 v1 24
578.316 v1 24
584.068 v1 24
589.814 v1 24
595.035 v1 24
599.981 v1 24
604.974 v1 24
543.61 v1 24
610.285 v1 24
621.367 v1 24
626.677 v1 24
631.672 v1 24
636.381 v1 24
641.046 v1 24
645.894 v1 24
651.069 v1 24
656.258 v1 24
661.686 v1 24
667.099 v1 24
672.346 v1 24
677.487 v1 24
615.745 v1 24
539.005 v1 24
534.304 v1 24
529.236 v1 24
155.579 v1 24
163.972 v1 24
173.794 v1 24
220.429 v1 24
233.265 v1 24
241.675 v1 24
249.887 v1 24
259.237 v1 24
268.295 v1 24
276.303 v1 24
285.464 v1 24
304.142 v1 24
323.004 v1 24
336.614 v1 24
347.938 v1 24
358.548 v1 24
369.296 v1 24
381.792 v1 24
428.194 v1 24
444.984 v1 24
456.897 v1 24
469.432 v1 24
482.773 v1 24
496.867 v1 24
511.197 v1 24
517.765 v1 24
523.637 v1 24
682.723 v1 24
688.158 v1 24
693.868 v1 24
699.462 v1 24
867.894 v1 24
872.254 v1 24
876.775 v1 24
881.625 v1 24
886.915 v1 24
892.313 v1 24
898.264 v1 24
904.545 v1 24
910.914 v1 24
918.7 v1 24
928.062 v1 24
941.184 v1 24
951.002 v1 24
957.8 v1 24
962.667 v1 24
967.16 v1 24
971.894 v1 24
976.713 v1 24
981.491 v1 24
986.637 v1 24
991.93 v1 24
997.644 v1 24
1501.872 v1 24
1507.542 v1 24
1512.533 v1 24
1517.365 v1 24
1522.185 v1 24
863.292 v1 24
146.752 v1 24
858.564 v1 24
848.593 v1 24
704.882 v1 24
709.964 v1 24
714.927 v1 24
719.738 v1 24
724.816 v1 24
729.877 v1 24
735.157 v1 24
740.609 v1 24
746.291 v1 24
752.481 v1 24
758.481 v1 24
764.065 v1 24
768.931 v1 24
773.495 v1 24
778.221 v1 24
783.154 v1 24
788.12 v1 24
793.282 v1 24
798.739 v1 24
804.778 v1 24
813.624 v1 24
820.697 v1 24
825.943 v1 24
830.525 v1 24
834.791 v1 24
839.281 v1 24
844.058 v1 24
853.485 v1 24
136.816 v1 24
124.32 v1 24
112.685 v1 24
2556.907 v1 23
2563.22 v1 23
2568.296 v1 23
2573.155 v1 23
2578.048 v1 23
2582.982 v1 23
2588.075 v1 23
2593.74 v1 23
2600.087 v1 23
2606.188 v1 23
2611.595 v1 23
2616.882 v1 23
2621.975 v1 23
2627.445 v1 23
2633.3 v1 23
2638.884 v1 23
2644.224 v1 23
2649.2 v1 23
2654.35 v1 23
2659.252 v1 23
2664.474 v1 23
2670.321 v1 23
2676.888 v1 23
2683.042 v1 23
2688.529 v1 23
2693.907 v1 23
2699.62 v1 23
2549.189 v1 23
2705.402 v1 23
2540.773 v1 23
2527.462 v1 23
2361.918 v1 23
2369.308 v1 23
2376.931 v1 23
2384.063 v1 23
2391.571 v1 23
2398.996 v1 23
2406.074 v1 23
2414.885 v1 23
2424.79 v1 23
2431.542 v1 23
2437.451 v1 23
2442.136 v1 23
2446.629 v1 23
2451.015 v1 23
2455.173 v1 23
2459.231 v1 23
2463.33 v1 23
2467.459 v1 23
2471.516 v1 23
2475.776 v1 23
2480.251 v1 23
2484.856 v1 23
2489.866 v1 23
2495.45 v1 23
2502.518 v1 23
2512.159 v1 23
2520.64 v1 23
2533.904 v1 23
1527.447 v1 24
2711.891 v1 23
2723.097 v1 23
2898.079 v1 23
2904.715 v1 23
2910.777 v1 23
2916.474 v1 23
2922.233 v1 23
2928.552 v1 23
2934.808 v1 23
2940.281 v1 23
2945.658 v1 23
2950.762 v1 23
2955.51 v1 23
2959.815 v1 23
2964.134 v1 23
2968.294 v1 23
2972.509 v1 23
2976.89 v1 23
2981.279 v1 23
2985.563 v1 23
2989.706 v1 23
2993.8 v1 23
2998.035 v1 23
59.907 v1 24
68.578 v1 24
75.864 v1 24
84.225 v1 24
93.779 v1 24
102.658 v1 24
2891.725 v1 23
2717.676 v1 23
2885.261 v1 23
2873.741 v1 23
2728.042 v1 23
2732.577 v1 23
2736.987 v1 23
2741.757 v1 23
2746.422 v1 23
2751.115 v1 23
2755.546 v1 23
2759.986 v1 23
2764.701 v1 23
2769.41 v1 23
2773.948 v1 23
2778.123 v1 23
2782.223 v1 23
2786.345 v1 23
2790.53 v1 23
2795.013 v1 23
2799.735 v1 23
2804.818 v1 23
2810.918 v1 23
2818.53 v1 23
2826.257 v1 23
2834.602 v1 23
2841.919 v1 23
2849.124 v1 23
2856.411 v1 23
2862.803 v1 23
2868.3 v1 23
2879.378 v1 23
2265.893 v1 26
1532.925 v1 24
1544.806 v1 24
2395.592 v1 24
2403.936 v1 24
2413.001 v1 24
2424.243 v1 24
2431.919 v1 24
2437.905 v1 24
2442.721 v1 24
2447.582 v1 24
2452.281 v1 24
2456.856 v1 24
2461.443 v1 24
2465.901 v1 24
2385.496 v1 24
2470.206 v1 24
2478.698 v1 24
2483.151 v1 24
2488.268 v1 24
2494.049 v1 24
2501.221 v1 24
2508.466 v1 24
2516.845 v1 24
2524.148 v1 24
2530.686 v1 24
2536.968 v1 24
2544.666 v1 24
2552.429 v1 24
2474.38 v1 24
2376.536 v1 24
2367.105 v1 24
2359.756 v1 24
2214.22 v1 24
2219.183 v1 24
2223.638 v1 24
2228.002 v1 24
2232.253 v1 24
2236.687 v1 24
2241.427 v1 24
2246.616 v1 24
2252.48 v1 24
2258.608 v1 24
2264.016 v1 24
2268.898 v1 24
2274.097 v1 24
2279.321 v1 24
2284.687 v1 24
2290.462 v1 24
2296.51 v1 24
2302.499 v1 24
2308.547 v1 24
2314.936 v1 24
2320.716 v1 24
2325.631 v1 24
2330.565 v1 24
2335.695 v1 24
2341.289 v1 24
2347.025 v1 24
2353.238 v1 24
2558.714 v1 24
2564.219 v1 24
2568.959 v1 24
2573.717 v1 24
2751.81 v1 24
2756.506 v1 24
2761.407 v1 24
2766.521 v1 24
2771.364 v1 24
2775.893 v1 24
2780.341 v1 24
2784.715 v1 24
2789.128 v1 24
2793.895 v1 24
2799.266 v1 24
2805.636 v1 24
2813.059 v1 24
2820.692 v1 24
2829.817 v1 24
2838.865 v1 24
2848.314 v1 24
2855.374 v1 24
2861.61 v1 24
2867.273 v1 24
2873.023 v1 24
2878.826 v1 24
2885.105 v1 24
2892.043 v1 24
2898.369 v1 24
2905.246 v1 24
2911.503 v1 24
2746.882 v1 24
2208.654 v1 24
2741.97 v1 24
2732.09 v1 24
2578.143 v1 24
2582.607 v1 24
2587.321 v1 24
2592.76 v1 24
2598.331 v1 24
2603.769 v1 24
2608.433 v1 24
2613.128 v1 24
2618.073 v1 24
2623.348 v1 24
2629.005 v1 24
2635.292 v1 24
2640.828 v1 24
2645.481 v1 24
2649.948 v1 24
2654.667 v1 24
2659.67 v1 24
2665.386 v1 24
2671.75 v1 24
2678.965 v1 24
2685.629 v1 24
2692.198 v1 24
2699.85 v1 24
2707.12 v1 24
2715.169 v1 24
2721.927 v1 24
2727.194 v1 24
2736.816 v1 24
2203.292 v1 24
2198.185 v1 24
2192.808 v1 24
1711.571 v1 24
1716.612 v1 24
1721.423 v1 24
1725.736 v1 24
1730.046 v1 24
1734.66 v1 24
1740.249 v1 24
1745.839 v1 24
1751.449 v1 24
1756.957 v1 24
1762.154 v1 24
1767.298 v1 24
1772.432 v1 24
1777.729 v1 24
1783.489 v1 24
1789.4 v1 24
1795.007 v1 24
1800.387 v1 24
1805.753 v1 24
1811.199 v1 24
1816.823 v1 24
1823.344 v1 24
1830.485 v1 24
1837.717 v1 24
1843.777 v1 24
1849.322 v1 24
1854.387 v1 24
1706.515 v1 24
1859.522 v1 24
1701.918 v1 24
1692.033 v1 24
1551.368 v1 24
1557.426 v1 24
1563.519 v1 24
1569.104 v1 24
1573.974 v1 24
1578.733 v1 24
1583.412 v1 24
1587.874 v1 24
1592.573 v1 24
1597.139 v1 24
1601.646 v1 24
1606.059 v1 24
1610.585 v1 24
1615.001 v1 24
1619.452 v1 24
1624.126 v1 24
1629.023 v1 24
1634.555 v1 24
1640.108 v1 24
1645.838 v1 24
1652.596 v1 24
1658.964 v1 24
1664.514 v1 24
1670.14 v1 24
1675.646 v1 24
1681.202 v1 24
1686.651 v1 24
1697.183 v1 24
1538.703 v1 24
1864.265 v1 24
1873.724 v1 24
2057.894 v1 24
2062.927 v1 24
2068.842 v1 24
2074.801 v1 24
2080.052 v1 24
2085.161 v1 24
2090.093 v1 24
2095.017 v1 24
2100.324 v1 24
2105.797 v1 24
2110.604 v1 24
2115.058 v1 24
2119.346 v1 24
2123.559 v1 24
2127.952 v1 24
2132.453 v1 24
2137.264 v1 24
2142.072 v1 24
2146.636 v1 24
2151.153 v1 24
2155.938 v1 24
2160.986 v1 24
2166.107 v1 24
2171.827 v1 24
2177.42 v1 24
2183.003 v1 24
2187.922 v1 24
2052.934 v1 24
1868.893 v1 24
2047.51 v1 24
2031.64 v1 24
1878.788 v1 24
1884.374 v1 24
1889.829 v1 24
1895.04 v1 24
1900.18 v1 24
1906.26 v1 24
1912.459 v1 24
1918.393 v1 24
1924.94 v1 24
1931.686 v1 24
1939.899 v1 24
1945.905 v1 24
1951.558 v1 24
1956.906 v1 24
1962.492 v1 24
1968.382 v1 24
1975.145 v1 24
1981.214 v1 24
1986.163 v1 24
1990.92 v1 24
1995.761 v1 24
2000.315 v1 24
2004.886 v1 24
2009.233 v1 24
2013.665 v1 24
2018.495 v1 24
2024.526 v1 24
2039.952 v1 24
2276.358 v1 26
2286.984 v1 26
2296.057 v1 26
2463.083 v1 28
2467.689 v1 28
2472.287 v1 28
2477.058 v1 28
2481.857 v1 28
2487.289 v1 28
2494.014 v1 28
2502.086 v1 28
2508.956 v1 28
2516.689 v1 28
2524.299 v1 28
2531.062 v1 28
2458.351 v1 28
2538.097 v1 28
2552.218 v1 28
2558.559 v1 28
2564.821 v1 28
2570.344 v1 28
2575.715 v1 28
2581.436 v1 28
2587.603 v1 28
2594.148 v1 28
2600.351 v1 28
2605.731 v1 28
2611.004 v1 28
2616.333 v1 28
2545.058 v1 28
2453.805 v1 28
2449.072 v1 28
2444.162 v1 28
2261.994 v1 28
2267.589 v1 28
2274.212 v1 28
2281.223 v1 28
2288.016 v1 28
2294.696 v1 28
2301.579 v1 28
2307.52 v1 28
2313.397 v1 28
2319.294 v1 28
2325.092 v1 28
2330.699 v1 28
2336.484 v1 28
2342.998 v1 28
2348.66 v1 28
2354.103 v1 28
2360.041 v1 28
2367.824 v1 28
2375.198 v1 28
2382.37 v1 28
2390.831 v1 28
2399.438 v1 28
2407.805 v1 28
2418.871 v1 28
2427.215 v1 28
2434.224 v1 28
2439.451 v1 28
2621.964 v1 28
2627.782 v1 28
2633.359 v1 28
2638.791 v1 28
2837.978 v1 28
2845.546 v1 28
2851.719 v1 28
2858.047 v1 28
2863.461 v1 28
2868.66 v1 28
2873.901 v1 28
2879.484 v1 28
2885.736 v1 28
2892.368 v1 28
2898.336 v1 28
2904.682 v1 28
2910.562 v1 28
2916.67 v1 28
2923.389 v1 28
2930.404 v1 28
2937.352 v1 28
2943.147 v1 28
2949.18 v1 28
2954.775 v1 28
2959.794 v1 28
2964.822 v1 28
2969.541 v1 28
2974.628 v1 28
2979.81 v1 28
2984.672 v1 28
2989.418 v1 28
2828.844 v1 28
2256.234 v1 28
2819.86 v1 28
2799.779 v1 28
2644.01 v1 28
2648.965 v1 28
2654.367 v1 28
2660.556 v1 28
2667.998 v1 28
2676.604 v1 28
2683.762 v1 28
2689.837 v1 28
2695.921 v1 28
2702.85 v1 28
2709.877 v1 28
2716.608 v1 28
2722.43 v1 28
2727.203 v1 28
2731.956 v1 28
2736.65 v1 28
2741.602 v1 28
2746.488 v1 28
2751.571 v1 28
2756.636 v1 28
2761.987 v1 28
2767.665 v1 28
2773.324 v1 28
2778.541 v1 28
2783.555 v1 28
2788.363 v1 28
2793.42 v1 28
2809.022 v1 28
2249.702 v1 28
2243.891 v1 28
2238.768 v1 28
1740.376 v1 28
1745.781 v1 28
1751.09 v1 28
1756.131 v1 28
1760.625 v1 28
1765.421 v1 28
1770.277 v1 28
1775.783 v1 28
1781.515 v1 28
1787.848 v1 28
1793.994 v1 28
1800.276 v1 28
1806.315 v1 28
1812.018 v1 28
1818.357 v1 28
1825.45 v1 28
1833.639 v1 28
1840.519 v1 28
1846.333 v1 28
1851.874 v1 28
1857.026 v1 28
1862.014 v1 28
1867.067 v1 28
1872.818 v1 28
1878.186 v1 28
1883.65 v1 28
1889.39 v1 28
1734.872 v1 28
1895.273 v1 28
1729.993 v1 28
1720.619 v1 28
1576.071 v1 28
1581.226 v1 28
1586.189 v1 28
1591.519 v1 28
1596.642 v1 28
1601.53 v1 28
1606.602 v1 28
1612.292 v1 28
1617.417 v1 28
1622.496 v1 28
1627.367 v1 28
1632.453 v1 28
1638.091 v1 28
1643.741 v1 28
1650.342 v1 28
1656.95 v1 28
1662.479 v1 28
1668.099 v1 28
1673.63 v1 28
1678.91 v1 28
1684.103 v1 28
1689.734 v1 28
1695.095 v1 28
1700.107 v1 28
1704.698 v1 28
1709.688 v1 28
1715.238 v1 28
1725.32 v1 28
2994.51 v1 28
1900.948 v1 28
1913.463 v1 28
2099.37 v1 28
2105.576 v1 28
2111.234 v1 28
2116.409 v1 28
2121.398 v1 28
2126.61 v1 28
2132.03 v1 28
2137.465 v1 28
2142.251 v1 28
2147.075 v1 28
2152.032 v1 28
2157.469 v1 28
2163.119 v1 28
2168.954 v1 28
2175.084 v1 28
2180.692 v1 28
2186.071 v1 28
2190.865 v1 28
2195.796 v1 28
2200.833 v1 28
2205.864 v1 28
2211.308 v1 28
2216.137 v1 28
2220.482 v1 28
2224.774 v1 28
2229.301 v1 28
2233.935 v1 28
2093.625 v1 28
1907.358 v1 28
2088.376 v1 28
2077.703 v1 28
1919.636 v1 28
1926.18 v1 28
1932.898 v1 28
1939.503 v1 28
1945.004 v1 28
1950.134 v1 28
1955.227 v1 28
1960.637 v1 28
1966.282 v1 28
1971.97 v1 28
1977.469 v1 28
1982.565 v1 28
1987.217 v1 28
1992.206 v1 28
1997.318 v1 28
2001.902 v1 28
2006.497 v1 28
2011.001 v1 28
2016.135 v1 28
2022.834 v1 28
2032.216 v1 28
2039.29 v1 28
2045.934 v1 28
2051.604 v1 28
2057.267 v1 28
2063.687 v1 28
2071.041 v1 28
2083.251 v1 28
1571.108 v1 28
62.017 v1 29
102.428 v1 29
2650.166 v1 29
2662.001 v1 29
2683.543 v1 29
2691.735 v1 29
2704.545 v1 29
2715.693 v1 29
2723.727 v1 29
2730.909 v1 29
2738.805 v1 29
2747.758 v1 29
2756.525 v1 29
2765.354 v1 29
2642.327 v1 29
2774.184 v1 29
2786.072 v1 29
2794.171 v1 29
2844.79 v1 29
2855.586 v1 29
2863.932 v1 29
2870.91 v1 29
2890.352 v1 29
2902.934 v1 29
2913.47 v1 29
2925.092 v1 29
2937.521 v1 29
2946.082 v1 29
2780.19 v1 29
2632.985 v1 29
2618.244 v1 29
2609.641 v1 29
2251.465 v1 29
2266.893 v1 29
2302.191 v1 29
2319.851 v1 29
2328.954 v1 29
2343.231 v1 29
2354.201 v1 29
2367.077 v1 29
2385.355 v1 29
2407.433 v1 29
2426.73 v1 29
2435.465 v1 29
2441.428 v1 29
2447.242 v1 29
2453.048 v1 29
2458.56 v1 29
2464.39 v1 29
2470.091 v1 29
2476.593 v1 29
2484.828 v1 29
2525.472 v1 29
2547.736 v1 29
2561.933 v1 29
2570.601 v1 29
2579.183 v1 29
2587.745 v1 29
2602.065 v1 29
2954.473 v1 29
2960.797 v1 29
2966.735 v1 29
2972.889 v1 29
542.345 v1 30
548.679 v1 30
555.068 v1 30
561.803 v1 30
569.423 v1 30
576.688 v1 30
584.601 v1 30
592.739 v1 30
600.937 v1 30
609.803 v1 30
619.609 v1 30
626.166 v1 30
632.212 v1 30
637.823 v1 30
643.575 v1 30
650.127 v1 30
658.604 v1 30
665.966 v1 30
673.056 v1 30
679.827 v1 30
686.175 v1 30
692.784 v1 30
699.04 v1 30
705.145 v1 30
710.445 v1 30
715.489 v1 30
721.19 v1 30
536.153 v1 30
2240.808 v1 29
529.952 v1 30
515.869 v1 30
2979.519 v1 29
2985.57 v1 29
2991.843 v1 29
62.373 v1 30
72.542 v1 30
88.766 v1 30
108.392 v1 30
127.731 v1 30
140.28 v1 30
150.877 v1 30
166.342 v1 30
225.472 v1 30
234.387 v1 30
242.527 v1 30
251.902 v1 30
266.786 v1 30
286.729 v1 30
298.003 v1 30
321.263 v1 30
337.483 v1 30
366.761 v1 30
389.168 v1 30
432.606 v1 30
452.646 v1 30
471.705 v1 30
485.411 v1 30
507.229 v1 30
523.033 v1 30
2234.334 v1 29
2228.351 v1 29
2222.691 v1 29
734.158 v1 29
744.069 v1 29
753.505 v1 29
765.062 v1 29
776.194 v1 29
820.334 v1 29
830.687 v1 29
839.052 v1 29
849.201 v1 29
861.794 v1 29
870.17 v1 29
877.213 v1 29
892.91 v1 29
908.105 v1 29
936.423 v1 29
949.382 v1 29
956.609 v1 29
962.497 v1 29
968.369 v1 29
976.12 v1 29
983.177 v1 29
992.785 v1 29
1502.806 v1 29
1509.223 v1 29
1519.327 v1 29
1556.735 v1 29
1568.523 v1 29
721.551 v1 29
1580.873 v1 29
715.279 v1 29
701.781 v1 29
137.727 v1 29
230.563 v1 29
261.163 v1 29
280.142 v1 29
326.542 v1 29
341.764 v1 29
358.789 v1 29
393.809 v1 29
456.862 v1 29
506.566 v1 29
515.908 v1 29
524.622 v1 29
534.915 v1 29
542.494 v1 29
551.643 v1 29
567.423 v1 29
588.988 v1 29
599.636 v1 29
612.301 v1 29
622.189 v1 29
629.812 v1 29
637.567 v1 29
650.508 v1 29
662.05 v1 29
669.667 v1 29
676.458 v1 29
685.387 v1 29
709.417 v1 29
73.367 v1 29
1591.712 v1 29
1609.04 v1 29
1957.851 v1 29
1968.516 v1 29
1980.267 v1 29
1988.463 v1 29
1998.132 v1 29
2005.045 v1 29
2011.246 v1 29
2019.791 v1 29
2044.232 v1 29
2054.273 v1 29
2076.159 v1 29
2083.014 v1 29
2091.149 v1 29
2108.774 v1 29
2116.382 v1 29
2122.365 v1 29
2129.845 v1 29
2140.286 v1 29
2148.488 v1 29
2158.662 v1 29
2169.136 v1 29
2177.996 v1 29
2185.762 v1 29
2192.243 v1 29
2200.32 v1 29
2209.454 v1 29
2217.269 v1 29
1949.745 v1 29
1601.32 v1 29
1942.155 v1 29
1915.958 v1 29
1617.136 v1 29
1626.288 v1 29
1641.042 v1 29
1659.008 v1 29
1668.456 v1 29
1676.81 v1 29
1684.913 v1 29
1696.344 v1 29
1703.081 v1 29
1710.145 v1 29
1721.243 v1 29
1727.789 v1 29
1733.96 v1 29
1746.727 v1 29
1755.884 v1 29
1762.887 v1 29
1772.391 v1 29
1791.591 v1 29
1804.285 v1 29
1836.998 v1 29
1846.499 v1 29
1853.816 v1 29
1861.321 v1 29
1868.12 v1 29
1877.581 v1 29
1889.48 v1 29
1898.815 v1 29
1929.072 v1 29
739.301 v1 30
1565.851 v1 28
1554.539 v1 28
937.896 v1 27
947.207 v1 27
954.01 v1 27
959.927 v1 27
964.94 v1 27
969.918 v1 27
974.955 v1 27
980.022 v1 27
985.972 v1 27
992.284 v1 27
999.314 v1 27
1501.892 v1 27
912.913 v1 27
1506.788 v1 27
1516.717 v1 27
